,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
NSSC-32,0.8788959321367764,0.7608735531441646,0.8251698668825271,0.9798393935779629,1.8438579755057927,1.6728634119181296,0.7260325690661134,0.8183224057958061,0.8933345685996245,1.564093376689145,1.1183047326296314,0.8837155942302299,1.392347621675009,1.2080864677630874,0.8830651400806651,0.9454115060148548,0.9827382334526522,0.8849977851750951,0.8750498541618751,1.278217862458287,1.171100945090617,0.5322793422237898,0.7598632862326965,1.5121931820855654,0.8767374354519832,1.5294092777008503,1.0477954893459167,1.4923525774072575,0.7882776786228128,0.8744154410270536
NSSCP-32,1.6819177034155044,1.128355636260186,1.135732892953046,1.0752420019759188,1.4772981826708342,1.5328003206652276,2.6265198397685707,1.7418803339272544,2.1243891525742584,1.1447765861418415,1.3794496566664078,1.365519765988288,1.9005466995691467,1.8943308272077797,1.8860440047935154,,,,,,,,,,,,,,,
