,NSSCP-32-mean,NSSCP-32-std,NSSC-32-mean,NSSC-32-std
0,0.12546682189872302,0.18625804395231588,0.010873928202243402,0.02944240624712516
1,0.21494725951484348,0.2438327518998121,0.022888527469963296,0.05243276200651622
2,0.30442769713096407,0.3140052956078599,0.0349031267376832,0.07664218701231862
3,0.39602238517061333,0.389338990665055,0.047131183900572214,0.10111679781202597
4,0.5150722853273525,0.4704663650558854,0.055994368600989844,0.10621040244888451
5,0.634220235583924,0.5651744028596143,0.06367497828199054,0.10008971884648278
6,0.736595120793569,0.6744678114686001,0.07199563679654351,0.09558103292443466
7,0.8419962295216536,0.8113171523484903,0.0810274533269839,0.0944694296318954
8,0.9452906085714312,0.9602406223738836,0.0912873802581161,0.1003621421705317
9,1.0,1.0337142900716165,0.10346961417864263,0.11116160117881865
